"id","formula_masters_id","ppart_action","step_number","sub_number","pdetails","ptime","ptemp","paction_output","psts_check","remark","created_at","updated_at"
"515","MF2302003","A+B+C","3","","ค่อยๆเติม Part C ทีละตัวลง Part A+B ได้แก่ ▢RC00H004, ▢RC00R007, ▢RC00P006, ▢RC00C012, ▢RC00P014, ▢RC00V008, ▢RC00I001, ▢RC00I002 และ ▢RC00S003  ปั่นที่ความเร็วรอบ 300-900 rpm จนกระจายเป็นเนื้อเดียวกัน","30-50","","ของเหลว สีขาว โปร่งแสง ไม่มีกลิ่น","","","2023-02-09 04:35:40","2024-05-20 02:25:41"
"516","MF2302004","A","1","","เตรียม part A โดยค่อยๆโปรยวัตถุดิบลำดับที่ 2 ▢RC00T19 ลงในวัตถุดิบลำดับที่ 1 ▢RC00P025 (โปรยผ่านตะแกรง) ปั่นผสมที่ความเร็วรอบ 300-600 rpm เมื่อปั่นครบ 30 นาทีแบ่งน้ำจากวัตถุดิบลำดับที่ 4 ▢RC000000 มาหนึ่งเหยือกเติมลงไป ปั่นต่อเป็นเวลา 5 นาที","30-35","-","ของเหลว ขุ่น สีเหลืองถึงน้ำตาล มีเม็ดเล็กๆ","","","2023-02-14 06:23:45","2023-11-14 04:47:49"
"517","MF2302004","A+B","2","","กรอง part A ลงในวัตถุดิบลำดับที่ 3 ▢RC00A001 คนผสมด้วยไม้พาย","15-30","-","ของเหลว ใส สีเหลืองถึงน้ำตาล กลิ่นเฉพาะตัว","","","2023-02-14 06:24:50","2023-11-14 04:48:09"
"518","MF2302004","A+B","3","","เติมวัตถุดิบลำดับที่ 4 ▢RC000000 ลงในขั้นตอนที่ 2 คนผสมด้วยไม้พาย","1-5","-","ของเหลว ใส สีเหลืองถึงน้ำตาล กลิ่นเฉพาะตัว","","","2023-02-14 06:26:00","2023-11-14 04:48:21"
"519","MF2302004","A+B","4","","เติมวัตถุดิบลำดับที่ 5 ▢RC00G001 ลงในขั้นตอนที่ 2 คนผสมด้วยไม้พาย","1-5","-","ของเหลว ใส สีเหลืองถึงน้ำตาล กลิ่นเฉพาะตัว\npH = 8-9","","","2023-02-14 06:26:53","2023-11-14 04:48:29"
"520","MF2302005","A","1","","เติมวัตถุดิบลำดับที่ 2 ▢RC00M004 ลงในวัตถุดิบลำดับที่ 1 ▢RC000000 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","15-20","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:28:54","2023-02-14 06:35:11"
"521","MF2302005","A","2","","เติมวัตถุดิบลำดับที่ 3 ▢RC00V001 ลงในขั้นตอนที่ 1 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","10-15","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:28:54","2023-02-14 06:35:16"
"522","MF2302005","A","3","","เติมวัตถุดิบลำดับที่ 4 ▢RC00I003 ลงในขั้นตอนที่ 2 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:28:56","2023-02-14 06:35:20"
"523","MF2302005","A","4","","เติมวัตถุดิบลำดับที่ 5 ▢RC00S009 ลงในขั้นตอนที่ 3 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:28:57","2023-02-14 06:35:34"
"524","MF2302005","A","5","","เติมวัตถุดิบลำดับที่ 6 ▢RC00O008 ลงในขั้นตอนที่ 4 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:28:59","2023-02-14 06:36:32"
"525","MF2302005","A","6","","เติมวัตถุดิบลำดับที่ 7 ▢RC00S005 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:36:33","2023-02-14 06:37:03"
"526","MF2302005","A","7","","เติมวัตถุดิบลำดับที่ 8 ▢RC00I001 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:37:05","2023-02-14 06:38:02"
"527","MF2302005","A","8","","เติมวัตถุดิบลำดับที่ 9 ▢RC00I002 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:38:05","2023-02-14 06:38:39"
"528","MF2302005","A","9","","เติมวัตถุดิบลำดับที่ 10 ▢RC00M001 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:38:42","2023-02-14 06:41:22"
"529","MF2302005","A","10","","เติมวัตถุดิบลำดับที่ 11 ▢RC00P006 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:41:24","2023-02-14 06:41:57"
"530","MF2302005","A","11","","เติมวัตถุดิบลำดับที่ 12 ▢RC00S003 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง ไม่มีกลิ่น","","","2023-02-14 06:42:00","2023-02-14 06:42:41"
"531","MF2302005","A","12","","เติมวัตถุดิบลำดับที่ 13 ▢RCF00046 ปั่นผสมที่ความเร็วรอบ 500-1200 rpm","5-10","-","เนื้อครีม สีขาว ทึบแสง กลิ่น RCF00046 Honey Dream pH = 5-6","","","2023-02-14 06:42:44","2023-02-14 06:46:28"
"532","MF2302006","A","1","","ชั่ง ▢RC00C039 ลงในหม้อผสมขนาดเล็ก จากนั้นเติม ▢RC00B017 ลงไป นำไปอุ่นที่อุณหภูมิ 50-60  °C คนผสมจนRC00B017ละลายดี","10-15","50-60","ของเหลว สีเหลืองอ่อน โปร่งใส","","","2023-02-16 02:09:45","2023-02-16 04:00:57"
"533","MF2302006","B","2","","เติม ▢RC00R004 ลงในหม้อผสมใหญ่ จากนั้นเติม Part B ทีละตัว ได้แก่ ▢	RCF00072 และ 	▢RCF00077 ลงไป ปั่นผสมให้เข้ากันที่ความเร็วรอบ300-700rpm","15-20","-","ของเหลว โปร่งใส กลิ่น RCF00072และRCF00077","","","2023-02-16 03:55:15","2023-02-16 04:03:47"
"534","MF2302006","B+C","3","","เติม Part C ทีละตัวได้แก่ ▢RC00J002, ▢RC00L009	, ▢RC00I004 และ ▢RC00V008ลงในข้อ2  ปั่นผสมให้เข้ากันที่ความเร็วรอบ300-700rpm","10-20","-","ของเหลว โปร่งใส กลิ่น RCF00072และRCF00077","","","2023-02-16 04:01:02","2023-02-16 04:03:52"
"535","MF2302006","A+B+C","4","","เติม ▢Part A ลงในข้อ3  ปั่นผสมให้เข้ากันที่ความเร็วรอบ300-700rpm","10-20","-","ของเหลว สีเหลืองอ่อน โปร่งใส กลิ่น RCF00072และRCF00077","","","2023-02-16 04:02:57","2023-02-16 06:22:39"
"536","MF2302009","A","1","","ชั่ง ▢RC000000 และ ▢RC00W002 ลงในหม้อผสมปั่นเบาๆด้วยความเร็วรอบ 100-300 rpm ให้เข้ากัน","5-10","-","ของเหลวใส","","","2023-02-17 03:28:32","2023-02-17 03:29:55"
"537","MF2302009","A","2","","ค่อยๆโปรย ▢RC00S014 ลงไปในข้อ 1 ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 1000-1500 rpm จนกระจายตัวดี","30-90","-","เจล ฝ้า-ใส","","","2023-02-17 03:30:01","2023-02-17 07:02:35"
"538","MF2302008","A","1","","เตรียม part A โดยค่อยๆโปรยวัตถุดิบลำดับที่ 2 ▢RC00C001 ลงในวัตถุดิบลำดับที่ 1 RC000000 ปั่นผสมที่ความเร็วรอบ 300-600 rpm","60-120","-","เนื้อเจลหรือของเหลว โปร่งแสง ไม่มีสี ไม่มีกลิ่น","","","2023-02-17 03:30:12","2023-02-17 04:19:46"
"539","MF2302009","A+B","3","","เติมPart B ทีละตัว ได้แก่ ▢RC00C008 และ ▢RC00M009 ลงในข้อ2. ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 1000-1500 rpm  จนเข้ากันเป็นเนื้อเดียว","20-30","-","เจล ฝ้า-ใส มีฟองแทรก","","","2023-02-17 03:30:51","2023-02-17 03:31:11"
"540","MF2302009","A+B+C","4","","เติมPart C ทีละตัว ได้แก่ ▢RC00R011 และ ▢RC00H004 ลงในข้อ3. ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 1000-1500 rpm จนเข้ากันเป็นเนื้อเดียว","10-15","-","เจล ฝ้า-ใส มีฟองแทรก","","","2023-02-17 03:31:17","2023-02-17 03:54:15"
"541","MF2302009","A+B+C +D","5","","เติมPart D คือ ▢RC00G006 ลงในข้อ4. ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 1000-1500 rpm จนเข้ากันเป็นเนื้อเดียว","5-10","-","เจล ฝ้า-ใส มีฟองแทรก","","","2023-02-17 03:54:21","2023-02-17 03:54:40"
"542","MF2302009","A+B+C +D+E","6","","เติมPart E คือ ▢RCF00028 ลงในข้อ5. ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 1000-1500 rpm\nจนเข้ากันเป็นเนื้อเดียว","5-10","","เจล ฝ้า-ใส มีฟองแทรก","","","2023-02-17 03:54:49","2023-02-17 03:55:08"
"543","MF2302009","A+B+C +D+E +F","7","","ค่อยๆโปรย Part F คือ ▢RC00S014 ลงในข้อ6. ปั่นผสมให้เข้ากันด้วยความเร็วรอบ 1000-1500 rpm จนเข้ากันเป็นเนื้อเดียว","70-80","-","เจล ฝ้า-ใส มีฟองแทรก มีกลิ่น Snow white\npH 5-6","","","2023-02-17 03:55:15","2023-02-17 03:55:32"
